custom_id,sec_code,sec_name,chunk_index,summary_token_proxy,relevant_score,summary_text,old_summary_token_proxy,old_relevant_score,old_summary_text,summary_token_proxy_delta,relevant_score_delta,source_shard
688580_1208028342_glm4_dewrap_join_chunk_0007,688580,伟思医疗,7,154,1.6935483870967742,发行人新生儿脑电测量仪在电压测量、时间间隔、噪声电平、共模抑制比、A/D采样率等硬件性能指标上优于同类产品，并具备多种智能识别算法，提升临床适用性。公司以研发设计为重心，采用“以销定产，适当备货”模式，生产主要负责整机装配、调试，无明确产能限制。报告期内，公司主要产品产量逐年增长，电刺激类产品销量最大，产销率稳定在88%-100%之间。公司产品主要销往公立医院和民营医院，公立医院销售收入占比超过75%，同时积极开拓月子中心等其他市场，其他市场销售收入占比逐年提升。2019年，公司主营业务收入按产品线分类，电刺激类占比45.84%，磁刺激类占比21.76%，电生理类占比10.57%，耗材及配件占比17.14%。,162,2.4634146341463414,"发行人新生儿脑电测量仪在电压测量、时间间隔、噪声电平、共模抑制比、A/D采样率等硬件指标方面优于同类产品，并具备多种脑电智能识别算法。公司以研发设计为重心，生产主要为整机装配和调试，不存在明确产能限制；现有生产场地约3,750平方米，可满足未来两年发展需求。2019年电刺激类产量4,122台、销量3,644台，磁刺激类产量533台、销量410台，电生理类产量394台、销量361台。报告期主营收入由14,321.00万元增至31,702.58万元，2019年装机产品、不装机产品、耗材及配件收入占比分别为67.63%、15.24%、17.14%。终端销售收入2019年为25,216.13万元，占营业收入79.08%，主要来自公立医院和民营医院。",-8,-0.7698662470495672,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0008,688580,伟思医疗,8,92,1.8888888888888888,公司终端客户包括医院科室及月子会所等，主要产品销售均价逐年下降，经销模式为主，直销和电商占比低。公司前五大客户均为经销商，收入占比不高，不存在客户依赖。公司主要原材料采购金额逐年增加，与供应商合作稳定，不存在供应商依赖。公司向加拿大TT公司进口产品及部件，TT公司为独家经销商，非委托加工厂商。公司自2003年起与TT公司合作，其产品收入占公司主营业务收入一定比例。,141,2.625,"公司产品主要用于盆底及产后康复、神经康复和精神康复，主要通过经销商销往医院科室及月子会所等终端。2019年电刺激类、磁刺激类、电生理类销售均价分别为3.99万元/台、16.83万元/台、9.28万元/台；经销模式收入31,413.77万元，占比99.09%。报告期前五大客户销售占比分别为13.01%、11.41%、13.64%，不存在单一客户依赖。公司主要采购塑胶件、电器类、IT类、医用配件、PCBA等，2019年原材料采购合计9,243.60万元。2019年前五大供应商采购额6,409.00万元，占比69.33%，不存在单个供应商采购比例超过50%的情况。",-49,-0.7361111111111112,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0009,688580,伟思医疗,9,159,1.0925925925925926,"公司与TT公司合作销售MyoTrac Infiniti编码器整包、4/8通道信号处理器等系列产品，2019年销售额达2,411.56万元。公司作为TT公司在中国大陆的独家经销商和客户，代理销售SA9800生物刺激反馈仪及表面肌电分析系统，同时采购TT部件生产MyoTrac系列及多参数生物反馈仪。公司与TT签署2019-2023年合作协议及2020-2024年采购协议，约定在医疗盆底和脑瘫市场独家销售MyOnyx系列产品，该系列产品需采购TT部件并已取得注册证。公司固定资产主要包括房屋及建筑物、运输设备、专用设备等，原值11,139.87万元，净值10,132.29万元。公司拥有55项注册商标，主要涉及第9类和第10类医疗器械产品。",145,2.72972972972973,"2019年公司向TT相关采购合计2,411.56万元，其中MyoTrac Infiniti编码器整包T9810C和T9830C分别占46.95%和28.64%。公司与TT自2003年合作，2019年协议有效期至2023年末，TT授权公司在中国大陆销售相关产品。双方合作包括两类模式：公司作为经销商采购SA9800生物刺激反馈仪和表面肌电分析系统整套产品并代理销售；公司作为客户采购TT部件，与自研软件、电极等组合形成MyoTrac系列、多参数生物反馈仪及MyOnyx系列产品。MyOnyx系列已取得注册证，2020年3月下旬开始试销，计划逐步替代SA9800和MyoTrac系列。",14,-1.6371371371371373,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0010,688580,伟思医疗,10,19,0.0,伟思医疗拥有64项专利权，包括8项发明专利、35项实用新型和21项外观设计。,100,2.2051282051282053,截至招股说明书签署日，发行人及子公司拥有55项注册商标、64项专利权，其中发明专利8项、实用新型35项、外观设计21项。发明专利覆盖脑电检测装置及检测方法、阴道电极、肌电信号干扰指示及去除方法、盆底肌肉检测治疗探头、外骨骼机器人关节和步态控制等方向。实用新型包括无线生物反馈训练系统、无线采集运动诱发电位装置、磁刺激线圈循环风冷冷却系统、磁感应触发肌电采集器、一次性阴道电极及外骨骼机器人相关结构。,-81,-2.2051282051282053,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0011,688580,伟思医疗,11,69,4.0,发行人及其子公司拥有41项计算机软件著作权，并继受取得11项专利权，包括外观设计和实用新型专利。公司通过协议转让、诉讼和出资设立子公司等方式取得专利权，涉及医疗座椅、推车、电极等设备。子公司中科伟思取得2项发明专利的排他许可使用权，用于等速肌力测试系统和双臂机器人模块化关节。,101,2.217948717948718,发行人及子公司继受取得专利权11项，其中1-3项由瑞翼电子协议转让，4-7项经诉讼依据生效裁判取得，8-11项由合肥研究院以相关专利出资后协议转让给中科伟思。主要产品对应多项发明及实用新型专利，覆盖电刺激、磁刺激、电生理、阴道电极、耗材及伟思云等产品。中科伟思还取得常州先进制造技术研究所2项发明专利及若干专有技术排他许可，许可期限为2017年12月1日至2022年12月31日，许可费107.5万元。,-32,1.782051282051282,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0012,688580,伟思医疗,12,102,4.0,伟思医疗拥有大量软件著作权，包括脑电事件相关电位刺激软件、脑电监护系统软件、盆底恢复软件等，共计30项。公司还拥有22项软件产品证书，如脑电事件相关电位刺激软件、脑电事件相关电位分析软件等。此外，公司拥有8项作品著作权，包括“芃芃教你早知道”等。公司还拥有多个域名，如bfe.org.cn、chinavish.com.cn等。公司持有医疗器械生产许可证、医疗器械生产备案凭证、医疗器械经营备案凭证等资质证书。,109,1.869047619047619,截至招股说明书签署日，发行人及子公司拥有41项计算机软件著作权，软件覆盖脑电事件相关电位、磁刺激仪、生物刺激反馈、盆底恢复、外骨骼机器人训练及伟思云等产品。发行人及子公司拥有22项软件产品证书，主要由江苏省软件行业协会核发，涉及脑电、磁刺激、儿童康复、认知障碍治疗、生物刺激反馈及盆底相关软件。发行人拥有8项作品著作权，并备案8个域名；同时取得第二类医疗器械生产许可证、第一类生产备案、二类经营备案及互联网药品信息服务资格证书等资质。,-7,2.130952380952381,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0013,688580,伟思医疗,13,216,4.0,公司持有多种医疗器械产品注册证，包括生物刺激反馈仪、磁刺激仪、生物反馈仪等，覆盖多型号产品。公司拥有质量管理体系认证证书，涵盖产品设计开发、生产和服务。公司持有高新技术企业证书。公司核心技术产品收入占主营业务收入比例逐年上升，2019年达83.93%。公司拥有多项核心技术，涵盖电刺激、磁刺激、电生理等技术平台，包括多通道时序电刺激控制技术、肌电触发电刺激自动阈值技术、双向对称波刺激技术、对侧控制电刺激技术、传感器触发电刺激技术、阴道电极设计技术、一次性电极技术、无菌电极技术、盆底肌电活动评估算法、临床处方推送技术、变频风冷技术、液冷密封技术、无线磁触发双通道MEP技术、运动阈值自动识别及治疗过程中监测技术、高强度磁体线圈设计技术、高电流磁体电源设计技术、小型化磁刺激平台设计技术、团体生物反馈治疗系统、分布式中间链技术、集中监护系统平台、穿戴式电生理设备平台、便携式电生理放大器设计技术、多种智能算法、心理素质训练评估软件技术、视听整合连续测试软件技术等。,173,2.717391304347826,"发行人持有多项第二类医疗器械注册证，覆盖生物刺激反馈仪、经颅磁刺激仪、盆底功能磁刺激仪、团体生物反馈仪、阴道电极、认知功能障碍治疗软件和新生儿脑电测量仪等产品，并取得进口医疗器械注册证、第一类备案凭证、质量管理体系认证和高新技术企业证书。报告期内核心技术产品收入由2017年9,356.90万元增至2019年26,606.91万元，占主营业务收入比例由65.34%升至83.93%。公司电刺激平台形成多通道时序电刺激、肌电触发自动阈值、阴道电极设计、一次性电极、盆底肌电活动评估算法等已量产核心技术，并配套专利和软件著作权保护。磁刺激平台形成变频风冷、无线磁触发双通道MEP、高强度磁体线圈、高电流磁体电源等技术，其中触发延时低于100μs，设备可满足连续100Hz、6Tesla输出要求。",43,1.2826086956521738,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0014,688580,伟思医疗,14,165,1.7794117647058822,"公司核心产品包括计算机化的认知矫正治疗系统和物联化多端数据自动融合的云平台，已获得4项软件著作权并实现量产。公司拥有85名研发人员，2019年研发投入2,738.35万元，占营业收入8.59%。公司承担多项国家及省级重大科研项目，并参与制定国家标准。公司拥有多项核心技术，包括电刺激、磁刺激、电生理、康复机器人等技术平台，并拥有多项专利和软件著作权。公司已获得“高新技术企业”、“南京市瞪羚企业”等荣誉称号。公司建立了由产品中心和研发中心组成的研发组织架构，并采取以市场需求为导向的研发创新机制。公司建立了研发激励绩效考核体系，并拥有5名核心技术人员。公司已成功研发并量产多种康复设备，包括生物刺激反馈仪、团体生物反馈仪、脑电测量仪等，并正在研发下一代产品。",188,2.482142857142857,"公司其他核心技术包括计算机化认知矫正治疗系统和物联化多端数据自动融合，均已量产并各获得软件著作权4项。发行人取得南京市瞪羚企业、省级企业技术中心、高新技术企业等荣誉，并承担或参与脑卒中康复机器人、外骨骼机器人、盆底疾病人工智能辅助诊断等重大科研项目；还参与《肌电生物反馈治疗仪注册技术审查指导原则》编写。截至2019年末，公司在研项目覆盖电刺激、磁刺激、电生理、康复机器人、耗材及伟思云，2019年相关投入分别约1,065.30万元、382.12万元、240.64万元、842.04万元、23.41万元和184.84万元。报告期研发投入为1,304.12万元、1,854.31万元、2,738.35万元，占营业收入比例为9.03%、8.92%、8.59%；截至2019年末研发人员85名，占员工总数17.67%，核心技术人员5人且报告期未发生重大变动。",-23,-0.702731092436975,siliconflow_glm4_32b_table2_next100_shard4_20260708
688580_1208028342_glm4_dewrap_join_chunk_0015,688580,伟思医疗,15,70,1.894736842105263,公司两次产品召回原因分别为标签注册证号错误和软件未安装最新版本，瑕疵不影响产品性能及安全。公司已按《医疗器械召回管理办法》履行召回程序并整改，未发生事故或纠纷。两次召回费用计入销售费用，分别为2018年4.66万元和2019年185.17万元。上述事项对发行上市无重大不利影响。,114,2.3333333333333335,公司两次召回分别因部分产品标签及说明书注册证号印刷错误、部分SA9800生物刺激反馈仪未安装最新版本软件，均不影响产品性能、安全和正常使用，未导致事故或纠纷。南京市市场监督管理局于2019年7月29日及2020年2月24日出具证明，未发现公司报告期内行政处罚记录。两次召回均为三级召回，费用分别为2018年度4.66万元、2019年度185.17万元，计入销售费用；公司已完成制度、内审和ISO13485体系整改，认为事项不会对发行上市造成重大不利影响。,-44,-0.4385964912280704,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0001,688069,德林海,1,95,2.1774193548387095,"德林海主营蓝藻治理业务，提供整装技术装备和运行维护服务。公司开发了藻水分离和加压控藻两大技术路线，拥有岸上站点、车载式、组合式藻水分离系统集成，以及蓝藻加压控藻船、水动力控藻器、深井加压控藻平台等核心装备。深井加压控藻平台日处理86,400立方米，控藻率≥95%。公司获江苏省科学技术奖（二等）等荣誉，在滇池、太湖等大型湖泊发挥主力作用，并成功保障G20峰会等重大活动用水安全。",117,2.4827586206896552,"德林海主营湖库蓝藻水华应急处置及预防控制，提供藻水分离站等整装技术装备和运行维护服务，2007年提出“打捞上岸、藻水分离”，2016年提出“加压灭活、原位控藻”。公司装备包括岸上站点藻水分离系统、车载及组合式装置、加压控藻船、水动力控藻器、深井加压控藻平台和黑臭水体治理装备。岸上站点系统除藻率大于95%，高浓度藻浆去藻率可达99.99%；组合式装置处理能力约2,000m³/天、去除率95%；深井平台利用70米深井0.7MPa压力，日处理86,400立方米浓藻浆。",-22,-0.3053392658509457,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0002,688069,德林海,2,151,1.7903225806451613,"公司技术装备在无锡杨湾藻水分离站应用效果显著，出水水质高锰酸盐指数从1,971mg/L降至2.7mg/L，氨氮、总氮、总磷分别降至0.57mg/L、1.34mg/L和0.028mg/L，藻密度从12,520万个/L降至35万个/L。2014年至2019年，该站处理藻泥量合计65,598.41吨，去除太湖氮787.15吨、磷45.27吨。公司主营业务收入分为蓝藻治理技术装备集成和运行维护服务，2019年占比分别为68.42%和31.58%。技术装备集成主要产品包括岸上站点藻水分离系统集成、车载及组合式藻水分离装置等。公司通过外购和集成方式实现资源优化，主要盈利模式为提供技术装备集成和运行维护服务。",169,2.945945945945946,"杨湾藻水分离站经第三方监测，出水高锰酸盐指数由1,971mg/L降至2.7mg/L，氨氮、总氮、总磷分别由36.8mg/L、785mg/L、43.9mg/L降至0.57mg/L、1.34mg/L、0.028mg/L，藻密度由12,520万个/L降至35万个/L。2014年至2019年该站累计处理藻泥65,598.41吨，去除太湖氮787.15吨、磷45.27吨。报告期主营收入由2017年11,549.41万元增至2019年29,443.46万元，其中2019年技术装备集成收入20,144.88万元、占68.42%，运行维护收入9,298.58万元、占31.58%；岸上站点藻水分离系统集成是装备收入核心，2019年收入13,822.47万元、占装备集成收入68.62%。",-18,-1.1556233653007848,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0003,688069,德林海,3,88,1.7407407407407407,公司主要提供蓝藻治理技术装备集成和运行维护服务，采用“打捞上岸、藻水分离”及“加压灭活、原位控藻”技术路线。公司研发分为前瞻性研究和定制化研发，与多家科研机构合作。报告期内，公司在太湖流域运营的藻水分离站藻泥产量逐年增加，通过政府主导的焚烧发电、厌氧发酵等方式处置。2019年无锡新建藻泥处置项目投产后，处置能力大幅提升，保障了蓝藻治理业务的顺利进行。,112,2.5223880597014925,发行人岸上站点系统集成验收前需第三方检测合同指标，运行维护服务收入依据处理量和综合服务质量，处理量包括藻泥产生量、藻水处理量、运行时长，效果指标包括蓝藻去除率、藻泥含水率。运行维护项目由项目经理组建团队，提供巡查、打捞、分离、处置及臭味控制，并按月根据藻泥处理量和设备运行时长确认运营费。公司2007年在滇池建成海埂藻水分离站，国内首次实现规模化、专业化蓝藻治理；设立后形成藻水分离和加压控藻两类整装技术装备及运行维护服务，并拓展黑臭水体治理装备。,-24,-0.7816473189607518,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0004,688069,德林海,4,114,1.3064516129032258,发行人负责运营多个藻水分离站，2017-2019年合计处置藻泥约17万吨，处置费用约860万元，处置成本约0.015-0.024万元/吨。发行人处于水污染治理行业，具体为水污染治理子行业，属于节能环保产业和战略性新兴产业。发行人运营的藻水分离站主要分布在华东和西南地区，包括派河、塘西河、中庙、长临河等站点。近年来，国家出台了一系列水污染治理相关的法律法规和政策，确定了水污染治理产业的战略性地位，助推了产业总体规模持续扩大，对公司经营发展具有促进作用。,94,1.265625,"报告期发行人受托站点形成藻泥即当天转运处置，不存在积压；2019年直接支付处置费用454.41万元，对应藻泥产出及处置量69,621.16吨，2018年为618.19万元、66,416.86吨，2017年为147.75万元、44,846.77吨。发行人行业归属为生态保护和环境治理业中的水污染治理，并对应战略性新兴产业分类中的水域藻类清除技术装备、湖泊富营养化控制技术装备。",20,0.0408266129032257,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0005,688069,德林海,5,95,1.0363636363636364,"我国湖库富营养化问题严重，全国湖泊中富营养湖泊占比达76.9%，水库中富营养水库占比达27.1%。重点治理的六大湖（太湖、巢湖、滇池、洱海、白洋淀、丹江口水库）的“十三五”治理规划总投资达1,762.59亿元。蓝藻是导致富营养化水体暴发水华的主要生物，其繁殖速度快、适应性强，在富营养化水体中易形成优势种群。蓝藻水华暴发会威胁饮用水安全、破坏水生态系统，并产生藻毒素危害人体健康。",75,0.9863013698630136,"本块主要为湖库富营养化和蓝藻水华的行业背景、评价标准、治理需求及危害说明，发行人绑定信息较少；其中披露六大湖“十三五”富营养化治理规划投资合计1,762.59亿元，并列示太湖、巢湖、滇池、洱海、丹江口水库、白洋淀投资规模。文本还说明蓝藻治理可减少内源性营养负荷释放，是水体富营养化内源治理的重要途径。",20,0.0500622665006227,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0006,688069,德林海,6,102,1.6296296296296295,蓝藻水华暴发导致恶臭物质释放，严重影响太湖、巢湖等水域周边环境。我国蓝藻治理行业自1999年至今经历了萌发、诞生、推广和快速发展阶段，标志性事件包括昆明海埂藻水分离站和无锡锦园藻水分离站的建成。目前主流技术包括磁选分离、单级气浮分离和一体化二级强化气浮技术，其中公司具有自主知识产权的一体化二级强化气浮技术蓝藻去除率超过95%。加压灭活原位控藻技术也开始投入应用。蓝藻治理面临持续挑战，行业未来需标本兼治。,92,1.4264705882352942,公司具有自主知识产权的一体化二级强化气浮技术，浓藻浆经两级强化气浮处理后，一级可去除50-80%的藻类，最终蓝藻去除率可超过95%，并可处理含固率0.5-1.5%的浓藻浆。该技术出水中蓝藻密度远小于单级气浮分离法，总磷、总氮、氨氮、COD均有降低。发行人披露加压控藻相关装备在太湖、巢湖、洱海、滇池、铜陵西湖等地投入应用，深井加压控藻平台已在巢湖、星云湖商业化应用。,10,0.2031590413943353,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0007,688069,德林海,7,101,1.25,德林海采用“打捞上岸、藻水分离”和“加压灭活、原位控藻”技术路线治理蓝藻，拥有二级强化气浮、涡井取藻等核心技术。公司承担了太湖、滇池、巢湖、洱海四大湖泊的蓝藻治理主要工作，并在全国为27座藻水分离站提供系统集成及售后服务。德林海是国内蓝藻治理行业的技术引领者和市场主导者，在大型湖库蓝藻治理中发挥主力军作用。蓝藻治理市场因政策推动需求旺盛，主要涉及饮用水源地安全、蓝藻水华应急处置及富营养化治理三大层面。,112,1.9305555555555556,德林海提出“打捞上岸、藻水分离”技术路线，并在蓝藻打捞、沉降和藻水分离环节形成一体化二级强化气浮、高效可调式涡井取藻、蓝藻囊团破壁等核心技术。公司承担巢湖、太湖、滇池、洱海四大湖泊蓝藻治理主要工作，已为全国20多座藻水分离站提供岸上站点系统集成并承担售后及部分运营。发行人进一步形成“加压灭活、原位控藻”路线，围绕两条路线开发多项整装集成装备。市场占有率方面，公司受政府委托为27座藻水分离站提供系统集成，其中11座为成立前实际控制人关联企业所建。,-11,-0.6805555555555556,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0008,688069,德林海,8,110,2.161290322580645,"德林海为国内21座藻水分离站提供成套技术装备，处理能力覆盖1,000m³/d至86,400m³/d，在太湖、巢湖、滇池、洱海等大型湖库治理中市场占有率领先。公司拥有多项核心技术，包括一体化二级强化气浮技术、高效可调式涡井取藻技术等，研发出岸上站点藻水分离系统集成、车载式及组合式藻水分离装置、加压控藻船、深井加压控藻平台等多样化技术装备，除藻率可达99.99%。公司被授予“治藻尖兵”等称号，在蓝藻治理行业具有技术优势、市场地位和品牌优势。",118,2.7625,"德林海披露的27座藻水分离及原位控藻站点覆盖太湖、巢湖、滇池、洱海、星云湖等区域，处理能力从1,000m3/d至86,400m3/d不等，多座站点由公司运营、技术升级或改造。在“三大湖”和洱海，公司建站数量为21座，竞争对手为8座；其中太湖11座、巢湖4座、滇池2座、洱海4座。公司装备可对太湖、巢湖14座藻浆站点进行应急处置，10座日处理能力3,000m3至5,000m3，4座为1,000m3。公司研发装备对富藻水除藻率大于95%，对高浓度藻浆除藻率可达99.99%。",-8,-0.6012096774193552,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0009,688069,德林海,9,137,2.0,公司开发的藻水分离系统集成、移动式藻水分离车、加压控藻船等技术装备已在太湖、巢湖、滇池等重点湖库广泛应用，构建了蓝藻治理服务体系。公司蓝藻治理业务从应急处置延伸至整湖治理，具备满足多样化政府公共需求的能力。公司融资渠道单一，市场营销能力需加强。公司研发费用占营业收入比例较高，核心技术拥有专利，技术装备适应不同水域环境，除藻率高。公司在蓝藻治理行业处于国内领先地位，是行业龙头企业。报告期内，公司岸上站点藻水分离系统集成销量持续增长，是推动营业收入快速增长的核心动力。公司前五大客户主要为承担湖泊治理重任的政府部门或国有企事业单位，客户集中度高。,142,3.090909090909091,"公司建立了技术研发、系统设计、装备集成、解决方案设计、运行维护一体化蓝藻治理服务体系，星云湖项目显示业务由超大型湖泊应急处置延伸至中小湖泊整湖治理。2019年公司收入29,687.96万元、净利润10,042.42万元、毛利率51.52%，2017-2019年综合毛利率分别为56.70%、57.29%、51.52%，高于可比公司平均。发行人核心技术均有对应专利，装备可处理藻密度小于5,000万个/L的富藻水及5,000万个至10亿个/L的浓藻浆。报告期岸上站点系统销量为1套、3套、4套，2019年前五大客户销售额21,204.67万元，占营业收入71.43%。",-5,-1.0909090909090908,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0010,688069,德林海,10,113,1.7794117647058822,发行人报告期内核心业务是销售蓝藻治理技术装备和提供运行维护服务，从8家政府部门或国有企事业单位累计取得收入4.99亿元，其中82.40%通过招投标程序确认。报告期内前五大客户包括大理洱海保护投资建设有限责任公司、昆明滇池湖泊治理开发有限公司等，均为政府部门或国有企事业单位。发行人具有相关不可替代的专利或专有技术，部分客户因藻情紧急或零星采购未履行招投标程序。报告期内前五大客户变动较大，主要原因是公司业务从“老三湖”及洱海流域向安徽和云南地区拓展。,102,2.5357142857142856,发行人报告期核心业务为销售一体化、成套化蓝藻治理先进技术装备，并提供藻水分离站等装备运行维护服务。前五大客户中8家为政府部门或公用事业国企，公司从其累计确认收入4.99亿元，其中4.11亿元履行公开招标、单一来源谈判、竞争性谈判等程序，占82.40%。未招投标合作主要来自零星采购、应急采购、不可替代专利或专有技术、原设备配套运行服务等情形，并履行内部审批、验收、结算付款程序。报告期前五大客户不存在关联方。,11,-0.7563025210084033,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0011,688069,德林海,11,153,1.6296296296296295,"公司通过单一来源谈判为巢湖沿岸蓝藻臭味防控强化项目提供深井加压控藻成套装备，实现销售收入1,365.14万元。在太湖流域，苏州市和湖州市政府认可公司的原位控藻技术路线，并积极推进相关项目落地。公司子公司与玉溪市江川区水利局签订《星云湖原位控藻及水质提升设备采购及运行项目合同》，合同总价款42,350.00万元，其中原位深井控藻设备费用7,575.30万元。该项目于2019年9月17日开工，于2020年1月建成，分5年运行期。公司依靠核心技术研发的各单项技术装备已经过长时间市场验证，通过组合实施能够达到水质提升的目标，且成套技术装备具备多项不可代替的专利，公司是相关专利的研发单位、专利持有人，具有唯一性。",126,2.4615384615384617,"发行人蓝藻治理项目主要采用直销模式，客户包括大理洱海保护投资建设有限责任公司、洱源县环境保护局、无锡市蓝藻治理办公室、昆明滇池湖泊治理开发有限公司等，收款多与验收、考核、审计或运行进度挂钩。截至2020年6月19日，新开拓项目包括星云湖原位控藻及水质提升项目，合同金额42,350.00万元，以及滇池、巢湖、洱源西湖、南太湖等项目。发行人深井加压控藻装备已在巢湖沿岸蓝藻臭味防控强化项目实现销售收入1,365.14万元，星云湖项目包含5套深井加压控藻成套装备，原位深井控藻设备费用7,575.30万元。",27,-0.8319088319088321,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0012,688069,德林海,12,109,4.119047619047619,发行人子公司与玉溪市江川区水利局签署了星云湖治理项目合同，合同金额4.235亿元，其中设备采购1.732亿元，运行费2.503亿元。合同要求运行期5年，分阶段考核水质总磷指标，达标后支付合同款。项目需配置5套原位深井蓝藻处理装置，每年可去除总磷量约23.7吨。发行人需垫付资金约9709.9万元，待水质达标后可收回第一阶段款项1.05875亿元。该项目是发行人从蓝藻应急处置向中小湖泊整湖治理升级的重要尝试，验证了原位控藻技术的有效性。,134,2.7058823529411766,"发行人子公司与玉溪市江川区水利局签署星云湖原位控藻及水质提升项目合同，合同金额42,350.00万元，其中设备采购17,320.23万元、运行费25,029.77万元，建设工期120日历天、运行期5年。项目付款与总磷治理结果挂钩，运行1.5年至5年按总磷≤0.20mg/L、≤0.17mg/L、≤0.149mg/L、≤0.10mg/L及稳定Ⅳ类分阶段支付25%、15%、15%、15%、30%，未完成总磷脱劣任务则不再收费。发行人预计至2021年6月末累计垫付9,709.90万元，配置5套原位深井蓝藻处理装置可满足一年半脱劣测算要求。",-25,1.413165266106442,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0013,688069,德林海,13,93,1.05,"公司2019年采购总额6,238.34万元，主要采购脱水机、围隔系统、气浮设备等，占比分别为16.75%、23.91%、19.33%。前五大供应商采购额占比合计100%，未对单一供应商形成依赖。公司固定资产原值990.68万元，主要包括机器设备、运输设备等。研发活动集中在原理发现、工艺设计、样机试制、产品定型四个阶段，自有设备主要用于原理发现和工艺设计阶段的检测仪器。",110,2.618181818181818,"报告期内，公司主要采购分离配方、脱水配方、沉降配方、钢材、围隔系统、船舶、气浮设备、脱水机及能源，2019年上述主要项目合计采购额6,238.34万元，占采购总额38.25%。2019年前五大供应商采购额合计5,726.72万元，其中浪涛清环保围隔系统占23.91%，无锡工源环境科技气浮设备及辅助装置占20.42%，江苏东邦及江苏东驰脱水机等占18.53%。报告期内单个供应商采购比例未超过年度采购总额50%，前十名供应商不存在关联方。",-17,-1.568181818181818,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0014,688069,德林海,14,92,1.7903225806451613,公司研发设备数量较少、金额不高，但能满足研发活动需要。研发活动集中在原理发现、工艺设计等环节，对装备依赖度高的样机试制采取集成总装方式，减少设备数量。公司利用现有藻水分离站场地进行试验，减少试验条件投入。截至2019年末，公司机器设备账面原值460.99万元，账面净值298.03万元，整体成新率64.65%。公司固定资产主要用于研究开发与蓝藻治理运行维护服务项目。,99,2.6607142857142856,截至2019年12月31日，发行人研发设备原值合计573.88万元，设备数量和金额不高但可满足研发需要，原因是研发集中于原理发现、工艺设计、样机设计、集成和测试，样机试制主要由合格供应商定制部件。公司机器设备账面原值460.99万元、净值298.03万元、成新率64.65%，主要用于研发和蓝藻治理运行维护服务。公司整体固定资产成新率80.68%，使用维护状况良好，研发与项目实施运行质量稳定。,-7,-0.8703917050691243,siliconflow_glm4_32b_table2_next100_shard4_20260708
688069_1208040059_glm4_dewrap_join_chunk_0015,688069,德林海,15,78,4.0,"发行人租赁的房屋建筑物权属清晰，租赁合同合法有效，无权属纠纷及续租风险。发行人拥有15,367平方米的工业用地使用权，使用权期限50年，已抵押用于担保借款。发行人及其子公司共拥有38项专利，其中7项发明专利和31项实用新型专利，全部为自主研发或受让取得，无来自关联方的专利。发行人拥有15项商标，用于品牌保护。",107,2.9,"发行人及子公司租赁房屋主要用于办公和员工居住，租赁合同合法有效、履行正常，出租方与发行人股东、董监高及主要客户供应商不存在关联关系。公司拥有无锡市滨湖区马山康乐路北侧15,367.00平方米工业用地，土地使用权期限至2066年2月16日，系以922.00万元竞得并已取得不动产权证书。德林海及子公司截至2020年6月19日共取得7项发明专利和31项实用新型专利，除1项发明专利受让取得外，其余为自主研发，法律状态均为专利权维持。",-29,1.1,siliconflow_glm4_32b_table2_next100_shard4_20260708
