code,sec_name_csmar,company_name_csmar,list_date_csmar,list_year_csmar,prospectus_publish_date_csmar,prospectus_sign_date_csmar,issue_price,gross_proceeds,issue_fee,sponsor,Listexg,Nindcd,Nindnme,IndustryCodeC,IndustryNameC,sec_name,first_trade_date,listing_year,Redundancy,BHAR,FSales_Growth,FInvention,_merge,in_csmar_star_ipo_2019_2023,in_current_x_master,valid_overlap,list_year_compare
688086,紫晶存储,广东紫晶信息存储技术股份有限公司,2020-02-26,2020.0,2020-02-21,2020-02-21,21.49,102284.07,13912.01,中信建投证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,紫晶存储,2020-02-26,2020.0,25.562934362934364,-0.4290025273774773,-0.0669237542248882,1.9459101490553132,both,True,True,True,2020.0
688396,华润微,华润微电子有限公司,2020-02-27,2020.0,2020-02-18,2020-02-18,12.8,375032.38,7712.25,中国国际金融股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,华润微,2020-02-27,2020.0,30.15,0.6750379116530801,0.3256212217152096,4.927253685157205,both,True,True,True,2020.0
688051,佳华科技,罗克佳华科技集团股份有限公司,2020-03-20,2020.0,2020-03-16,2020-03-16,50.81,98236.054,11799.18,光大证券股份有限公司,1,I65,软件和信息技术服务业,None,None,佳华科技,2020-03-20,2020.0,28.42522658610272,-0.2439079603239123,-0.2862800257599132,1.6094379124341005,both,True,True,True,2020.0
688189,南新制药,湖南南新制药股份有限公司,2020-03-26,2020.0,2020-03-20,2020-03-20,34.94,122290.0,8761.77,西部证券股份有限公司,1,C27,医药制造业,None,None,南新制药,2020-03-26,2020.0,28.71392244119517,-0.3305660695479533,-0.2825066333276049,1.9459101490553132,both,True,True,True,2020.0
688228,开普云,开普云信息科技股份有限公司,2020-03-27,2020.0,2020-03-23,2020-03-23,59.26,99458.1914,9727.8254,国金证券股份有限公司,1,I65,软件和信息技术服务业,None,None,开普云,2020-03-27,2020.0,28.587535233322892,-0.5263545378531872,0.5290361183960655,2.0794415416798357,both,True,True,True,2020.0
688085,三友医疗,上海三友医疗器械股份有限公司,2020-04-09,2020.0,2020-04-01,2020-04-01,20.96,107595.016,9789.28,东方花旗证券有限公司,1,C35,专用设备制造业,None,None,三友医疗,2020-04-09,2020.0,29.756518904823988,-0.1035054855385853,0.519748759916719,2.4849066497880004,both,True,True,True,2020.0
688096,京源环保,江苏京源环保股份有限公司,2020-04-09,2020.0,2020-04-02,2020-04-02,14.34,38474.22,4199.42,平安证券股份有限公司,1,C35,专用设备制造业,None,None,京源环保,2020-04-09,2020.0,28.68609523809524,-0.3891442450500143,0.199896391225382,0.0,both,True,True,True,2020.0
688222,成都先导,成都先导药物开发股份有限公司,2020-04-16,2020.0,2020-04-08,2020-04-08,20.52,83475.36,8874.24,中国国际金融股份有限公司,1,M73,研究和试验发展,None,None,成都先导,2020-04-16,2020.0,29.64012738853503,-0.4504514081091507,0.2769209519847294,2.9444389791664403,both,True,True,True,2020.0
688126,沪硅产业,上海硅产业集团股份有限公司,2020-04-20,2020.0,2020-04-15,2020-04-15,3.89,241206.53,12767.55,海通证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,沪硅产业,2020-04-20,2020.0,27.78179626280892,1.2467292526247382,0.3619292667619777,4.30406509320417,both,True,True,True,2020.0
688318,财富趋势,深圳市财富趋势科技股份有限公司,2020-04-27,2020.0,2020-04-21,2020-04-21,107.41,179052.47,7659.84,中国银河证券股份有限公司,1,I65,软件和信息技术服务业,None,None,财富趋势,2020-04-27,2020.0,28.526121128062876,-0.1502220566341352,0.194226482976062,0.6931471805599453,both,True,True,True,2020.0
688365,光云科技,杭州光云科技股份有限公司,2020-04-29,2020.0,2020-04-24,2020-04-24,10.8,43308.0,6353.17,中国国际金融股份有限公司,1,I65,软件和信息技术服务业,None,None,光云科技,2020-04-29,2020.0,27.99374288964733,-0.5806429892055831,0.0693544775233077,0.6931471805599453,both,True,True,True,2020.0
688466,金科环境,金科环境股份有限公司,2020-05-08,2020.0,2020-04-29,2020-04-29,24.61,63223.09,6617.21,招商证券股份有限公司,1,N77,生态保护和环境治理业,None,None,金科环境,2020-05-08,2020.0,29.46802030456853,-0.4934388122099208,0.0041266879260727,2.3978952727983707,both,True,True,True,2020.0
688588,凌志软件,苏州工业园区凌志软件股份有限公司,2020-05-11,2020.0,2020-04-30,2020-04-30,11.49,45971.49,7466.92,天风证券股份有限公司,1,I65,软件和信息技术服务业,None,None,凌志软件,2020-05-11,2020.0,31.31256526279151,-0.5211833567830348,0.0358229295213492,,both,True,True,True,2020.0
688566,吉贝尔,江苏吉贝尔药业股份有限公司,2020-05-18,2020.0,2020-05-12,2020-05-12,23.69,110716.16,8627.32,国金证券股份有限公司,1,C27,医药制造业,None,None,吉贝尔,2020-05-18,2020.0,31.56410256410257,-0.4162030837352567,-0.0994384321565536,2.0794415416798357,both,True,True,True,2020.0
688598,金博股份,湖南金博碳素股份有限公司,2020-05-18,2020.0,2020-05-12,2020-05-12,47.2,94400.0,7872.79,海通证券股份有限公司,1,C30,非金属矿物制品业,None,None,金博股份,2020-05-18,2020.0,31.005590496156533,0.976580787745152,2.137150061488592,1.0986122886681098,both,True,True,True,2020.0
688516,奥特维,无锡奥特维科技股份有限公司,2020-05-21,2020.0,2020-05-18,2020-05-18,23.28,57431.76,6204.4354,信达证券股份有限公司,1,C35,专用设备制造业,None,None,奥特维,2020-05-21,2020.0,31.996307692307692,0.5363998534843303,0.7892958986412126,1.3862943611198906,both,True,True,True,2020.0
688360,德马科技,浙江德马科技股份有限公司,2020-06-02,2020.0,2020-05-27,2020-05-27,25.12,53804.9,7711.28,光大证券股份有限公司,1,C34,通用设备制造业,None,None,德马科技,2020-06-02,2020.0,27.2112,-0.5118616008459228,0.9332242017891804,0.6931471805599453,both,True,True,True,2020.0
688312,燕麦科技,深圳市燕麦科技股份有限公司,2020-06-08,2020.0,2020-06-02,2020-06-02,19.68,70592.16,7980.12,华泰联合证券有限责任公司,1,C35,专用设备制造业,None,None,燕麦科技,2020-06-08,2020.0,26.33001755412522,-0.4723387077117901,0.2203153460308042,1.6094379124341005,both,True,True,True,2020.0
688157,松井股份,湖南松井新材料股份有限公司,2020-06-09,2020.0,2020-06-02,2020-06-02,34.48,68615.2,6712.5685,德邦证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,松井股份,2020-06-09,2020.0,27.38246855345912,0.2930591704045463,0.1685475173813436,3.044522437723423,both,True,True,True,2020.0
688599,天合光能,天合光能股份有限公司,2020-06-10,2020.0,2020-06-04,2020-06-04,8.16,253123.2,22116.94,华泰联合证券有限责任公司,1,C38,电气机械及器材制造业,None,None,天合光能,2020-06-10,2020.0,26.53764763779527,0.5980118483247469,0.5120140814165747,2.5649493574615367,both,True,True,True,2020.0
688004,博汇科技,北京市博汇科技股份有限公司,2020-06-12,2020.0,2020-06-09,2020-06-09,28.77,40853.4,5096.65,浙商证券股份有限公司,1,I65,软件和信息技术服务业,None,None,博汇科技,2020-06-12,2020.0,32.44428706326723,-0.6664341994759058,-0.0142948268218865,2.1972245773362196,both,True,True,True,2020.0
688106,金宏气体,苏州金宏气体股份有限公司,2020-06-16,2020.0,2020-06-11,2020-06-11,15.48,187437.1,11486.04,招商证券股份有限公司,1,C26,化学原料及化学制品制造业,None,None,金宏气体,2020-06-16,2020.0,27.620032441200323,-0.2472235440558124,0.400494344589425,1.791759469228055,both,True,True,True,2020.0
688505,复旦张江,上海复旦张江生物医药股份有限公司,2020-06-19,2020.0,2020-06-12,2020-06-12,8.95,107400.0,9967.61,海通证券股份有限公司,1,C27,医药制造业,None,None,复旦张江,2020-06-19,2020.0,30.134109529969816,-0.4789236668286531,0.3676054270071781,1.3862943611198906,both,True,True,True,2020.0
688518,联赢激光,深圳市联赢激光股份有限公司,2020-06-22,2020.0,2020-06-16,2020-06-16,7.8100000000000005,58418.8,8528.25,中山证券有限责任公司,1,C35,专用设备制造业,None,None,联赢激光,2020-06-22,2020.0,28.6332446021887,-0.1726922857996994,0.5943869337517828,1.0986122886681098,both,True,True,True,2020.0
688520,神州细胞,北京神州细胞生物技术集团股份公司,2020-06-22,2020.0,2020-06-15,2020-06-15,25.64,128200.0,8082.68,中国国际金融股份有限公司,1,C27,医药制造业,None,None,神州细胞,2020-06-22,2020.0,31.397361272797827,-0.2630585393982899,14.719926489337396,1.0986122886681098,both,True,True,True,2020.0
688555,泽达易盛,泽达易盛(天津)科技股份有限公司,2020-06-23,2020.0,2020-06-16,2020-06-16,19.49,40500.22,6530.32,东兴证券股份有限公司,1,I65,软件和信息技术服务业,None,None,泽达易盛,2020-06-23,2020.0,31.092105263157897,-0.5066033271055239,0.2867091617073299,1.3862943611198906,both,True,True,True,2020.0
688558,国盛智科,南通国盛智能科技集团股份有限公司,2020-06-30,2020.0,2020-06-23,2020-06-23,17.37,57321.0,5274.81,申港证券股份有限公司,1,C34,通用设备制造业,None,None,国盛智科,2020-06-30,2020.0,29.323164242639233,0.0230413339714253,0.545430010772452,1.3862943611198906,both,True,True,True,2020.0
688528,秦川物联,成都秦川物联网科技股份有限公司,2020-07-01,2020.0,2020-06-23,2020-06-23,11.33,47586.0,5922.0601,华安证券股份有限公司,1,C40,仪器仪表制造业,None,None,秦川物联,2020-07-01,2020.0,28.00248481501933,-0.4729494266710682,0.011891921887582,2.0794415416798357,both,True,True,True,2020.0
688600,皖仪科技,安徽皖仪科技股份有限公司,2020-07-03,2020.0,2020-06-29,2020-06-29,15.5,51677.0,5846.76,光大证券股份有限公司,1,C40,仪器仪表制造业,None,None,皖仪科技,2020-07-03,2020.0,28.836902050113896,-0.4159826308468621,0.347923879522837,1.791759469228055,both,True,True,True,2020.0
688277,天智航,北京天智航医疗科技股份有限公司,2020-07-07,2020.0,2020-06-30,2020-06-30,12.04,50447.6,5617.5294,中信建投证券股份有限公司,1,C35,专用设备制造业,None,None,天智航,2020-07-07,2020.0,27.538354898336415,-0.5337012553529812,0.1479836438917031,2.3978952727983707,both,True,True,True,2020.0
688377,迪威尔,南京迪威尔高端制造股份有限公司,2020-07-08,2020.0,2020-07-01,2020-07-01,16.42,79911.21,7523.58,华泰联合证券有限责任公司,1,C35,专用设备制造业,None,None,迪威尔,2020-07-08,2020.0,28.825691411935953,-0.4116290771525815,-0.2544353570522131,1.0986122886681098,both,True,True,True,2020.0
688568,中科星图,中科星图股份有限公司,2020-07-08,2020.0,2020-07-02,2020-07-02,16.21,89155.0,9086.6,中信建投证券股份有限公司,1,I65,软件和信息技术服务业,None,None,中科星图,2020-07-08,2020.0,31.04451910961781,-0.0292313500164291,0.4802646188908206,2.772588722239781,both,True,True,True,2020.0
688027,国盾量子,科大国盾量子技术股份有限公司,2020-07-09,2020.0,2020-07-02,2020-07-02,36.18,72360.0,6766.06,国元证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,国盾量子,2020-07-09,2020.0,28.057491915199424,-0.2425745942332705,0.335495750676765,3.6375861597263857,both,True,True,True,2020.0
688060,云涌科技,江苏云涌电子科技股份有限公司,2020-07-10,2020.0,2020-07-07,2020-07-07,44.47,66705.0,6495.28,浙商证券股份有限公司,1,I65,软件和信息技术服务业,None,None,云涌科技,2020-07-10,2020.0,25.97300402067777,-0.5324365445774216,0.1758174965244662,1.791759469228055,both,True,True,True,2020.0
688309,恒誉环保,济南恒誉环保科技股份有限公司,2020-07-14,2020.0,2020-07-09,2020-07-09,24.79,49586.69,6012.86,None,1,C35,专用设备制造业,None,None,恒誉环保,2020-07-14,2020.0,29.163289280469897,-0.4477584903420312,-0.5156291935789228,0.6931471805599453,both,True,True,True,2020.0
688165,埃夫特,埃夫特智能装备股份有限公司,2020-07-15,2020.0,2020-07-09,2020-07-09,6.35,82833.74,10244.25,国信证券股份有限公司,1,C34,通用设备制造业,None,None,埃夫特,2020-07-15,2020.0,29.033702455464613,-0.4210003018717789,0.0119142731886597,1.9459101490553132,both,True,True,True,2020.0
688180,君实生物,上海君实生物医药科技股份有限公司,2020-07-15,2020.0,2020-07-08,2020-07-08,55.5,483571.5,33873.67,None,1,C27,医药制造业,None,None,君实生物,2020-07-15,2020.0,26.950211225105612,-0.4050930759443997,1.5235748638253612,2.6390573296152584,both,True,True,True,2020.0
688500,慧辰资讯,北京慧辰资道资讯股份有限公司,2020-07-16,2020.0,2020-07-13,2020-07-13,34.21,63523.28,7483.0,中信证券股份有限公司,1,I64,互联网和相关服务,None,None,慧辰资讯,2020-07-16,2020.0,28.408248378127897,-0.556779820318194,0.3079741418698951,1.6094379124341005,both,True,True,True,2020.0
688981,中芯国际,中芯国际集成电路制造有限公司,2020-07-16,2020.0,2020-07-13,2020-07-13,27.46,4628712.52,62432.69,"海通证券股份有限公司,中国国际金融股份有限公司",1,C39,计算机、通信和其他电子设备制造业,None,None,中芯国际,2020-07-16,2020.0,29.010309278350515,-0.1371207242181769,0.2970409318521775,6.511745329644728,both,True,True,True,2020.0
688567,孚能科技,孚能科技(赣州)股份有限公司,2020-07-17,2020.0,2020-07-10,2020-07-10,15.9,340472.96,18022.23,None,1,C38,电气机械及器材制造业,None,None,孚能科技,2020-07-17,2020.0,30.824324324324323,0.3294288425270083,2.126038503925942,2.5649493574615367,both,True,True,True,2020.0
688579,山大地纬,山大地纬软件股份有限公司,2020-07-17,2020.0,2020-07-10,2020-07-10,8.12,32488.12,4486.674,民生证券股份有限公司,1,I65,软件和信息技术服务业,None,None,山大地纬,2020-07-17,2020.0,28.35839340885685,-0.4911525800181752,0.2867487364625602,1.3862943611198906,both,True,True,True,2020.0
688256,寒武纪,中科寒武纪科技股份有限公司,2020-07-20,2020.0,2020-07-14,2020-07-14,64.39,258203.9,8436.61,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,寒武纪,2020-07-20,2020.0,29.654581410678972,-0.4251860235177409,0.5711534937728097,5.575949103146316,both,True,True,True,2020.0
688488,艾迪药业,江苏艾迪药业股份有限公司,2020-07-20,2020.0,2020-07-13,2020-07-13,13.99,83940.0,7533.0,华泰联合证券有限责任公司,1,C41,其他制造业,None,None,艾迪药业,2020-07-20,2020.0,27.316059957173447,-0.2469928100090447,-0.1153639810966718,0.6931471805599453,both,True,True,True,2020.0
688580,伟思医疗,南京伟思医疗科技股份有限公司,2020-07-21,2020.0,2020-07-14,2020-07-14,67.58,115471.7,9173.0,None,1,C35,专用设备制造业,None,None,伟思医疗,2020-07-21,2020.0,28.079317269076306,-0.232281447371154,0.1365794295260318,2.1972245773362196,both,True,True,True,2020.0
688069,德林海,无锡德林海环保科技股份有限公司,2020-07-22,2020.0,2020-07-17,2020-07-17,67.2,99926.4,6952.11,申港证券股份有限公司,1,N77,生态保护和环境治理业,None,None,德林海,2020-07-22,2020.0,32.096416382252556,-0.2714508489571994,0.0001532410625047,0.6931471805599453,both,True,True,True,2020.0
688077,大地熊,安徽大地熊新材料股份有限公司,2020-07-22,2020.0,2020-07-17,2020-07-17,28.07,56140.0,5954.69,华泰联合证券有限责任公司,1,C39,计算机、通信和其他电子设备制造业,None,None,大地熊,2020-07-22,2020.0,26.86159954622802,-0.0757254786097627,1.1153769716711674,2.0794415416798357,both,True,True,True,2020.0
688336,三生国健,三生国健药业(上海)股份有限公司,2020-07-22,2020.0,2020-07-17,2020-07-17,28.18,173648.38,10205.56,华泰联合证券有限责任公司,1,C27,医药制造业,None,None,三生国健,2020-07-22,2020.0,31.204745762711863,-0.5190384472483204,0.4180133587644055,2.1972245773362196,both,True,True,True,2020.0
688418,震有科技,深圳震有科技股份有限公司,2020-07-22,2020.0,2020-07-17,2020-07-17,16.25,78666.25,7365.7,中信证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,震有科技,2020-07-22,2020.0,25.525054466230937,-0.4923583522335234,-0.0712087504653133,4.0943445622221,both,True,True,True,2020.0
688508,芯朋微,无锡芯朋微电子股份有限公司,2020-07-22,2020.0,2020-07-17,2020-07-17,28.3,79806.0,7556.89,华林证券股份有限公司,1,I65,软件和信息技术服务业,None,None,芯朋微,2020-07-22,2020.0,27.33313503866746,0.0554363847688085,0.7544217233699142,1.6094379124341005,both,True,True,True,2020.0
688561,奇安信,奇安信科技集团股份有限公司,2020-07-22,2020.0,2020-07-20,2020-07-20,56.1,571892.26,32325.32,中信建投证券股份有限公司,1,I65,软件和信息技术服务业,None,None,奇安信,2020-07-22,2020.0,33.02003514938489,-0.168084243783117,0.3960183791931086,5.181783550292085,both,True,True,True,2020.0
688589,力合微,深圳市力合微电子股份有限公司,2020-07-22,2020.0,2020-07-17,2020-07-17,17.91,48357.0,5801.84,兴业证券股份有限公司,1,C39,计算机、通信和其他电子设备制造业,None,None,力合微,2020-07-22,2020.0,28.270462633451956,-0.3718947025514335,0.6698892923713038,2.0794415416798357,both,True,True,True,2020.0
